Date,ASA51,XNDX,SPXT,CACR,DAX,NKYTR,HSI1,KSP2TR
17/08/2015,47864.34,5034.56,3899.1,11790.47,10940.33,30614.44,58943.19,247.42
18/08/2015,47434.89,5010.41,3889.6,11758.35,10915.92,30516.76,58102.47,247.24
19/08/2015,48125.37,4976.03,3857.74,11552.2,10682.15,30024.08,57342.33,246.26
20/08/2015,47305.95,4837.29,3776.36,11314.38,10432.19,29743.31,56326.58,243.44
21/08/2015,46646.44,4630.06,3656.67,10953.53,10124.52,28855.93,55472.5,238.76
24/08/2015,44738.22,4455.25,3512.65,10368.06,9648.43,27526.92,52605.88,232.86
25/08/2015,46082.79,4430.78,3465.19,10797.13,10128.12,26437.2,53011.01,234.48
26/08/2015,46448.2,4655.23,3600.73,10646.21,9997.43,27283.66,52209.85,239.36
27/08/2015,47000.34,4771.31,3688.6,11017.86,10315.62,27591.63,54087.56,240.65
28/08/2015,47284.37,4776.06,3691.3,11057.93,10298.53,28426.28,53527.46,244.23
31/08/2015,46787.73,4716.64,3660.75,11005.48,10259.46,28061.09,53671.56,244.7
1/09/2015,45814.69,4571.05,3552.65,10741.07,10015.57,26984.44,52470.01,241.28
2/09/2015,45880,4696.49,3618.25,10773.6,10048.05,26880.03,51865.92,241.66
4/09/2015,45352.7,4617.93,3567.41,10698.31,10038.04,26429.58,51632.22,239.55
8/09/2015,46073.12,4749.03,3657.32,10876.13,10271.36,25887.27,52754,239.4
9/09/2015,47175.46,4693.99,3606.8,11033.02,10303.12,27882.88,54932.29,246.38
10/09/2015,46039.93,4741.28,3626.14,10872.02,10210.44,27183.39,53564.23,249.3
11/09/2015,45824.41,4771.23,3643.54,10758.94,10123.56,27130.8,53422.64,245.68
14/09/2015,46056.8,4755.87,3628.87,10686.64,10131.74,26687.36,53589.1,244.97
15/09/2015,45352.21,4812.73,3675.48,10807.79,10188.13,26777.65,53335.67,245.53
16/09/2015,46086.5,4838.65,3707.62,10988.66,10227.21,26993.8,54607.04,250.99
17/09/2015,46520.58,4840.08,3698.74,11010.65,10229.58,27381.02,54343.66,251.53
18/09/2015,46736.58,4772.63,3638.99,10728.51,9916.16,26843.18,54626.8,253.45
24/09/2015,45852.05,4703.44,3591.37,10282.4,9427.64,26102.84,52597.92,246.24
25/09/2015,45585.46,4663.34,3589.71,10597.96,9688.53,26561.38,52823.16,245.75
30/09/2015,45404.89,4615.55,3570.17,10553.49,9660.44,26001.86,51977.23,248.82
2/10/2015,45682.57,4711.97,3629.04,10561.99,9553.07,26505.77,53622.34,249.28
5/10/2015,46573.41,4783.22,3695.61,10936.31,9814.79,26925.01,54491.05,250.15
6/10/2015,46725.93,4755.91,3682.33,11039.91,9902.83,27195.09,54433.99,252.46
7/10/2015,47003.01,4785.6,3713.36,11055.79,9970.4,27399.78,56139.79,255.97
8/10/2015,47116.28,4804.02,3746.12,11076.07,9993.07,27127.91,55738.73,258.6
13/10/2015,47048.67,4807.1,3728.48,11008.11,10032.82,27267.9,56350.99,258.62
14/10/2015,46998.38,4800.46,3711.11,10926.67,9915.85,26753.88,55950.68,257.46
15/10/2015,47294.94,4879.2,3766.43,11083.75,10064.8,27061.78,57068.34,260.56
16/10/2015,47640.05,4901.73,3783.64,11148.94,10104.43,27353.23,57515.17,260.01
19/10/2015,47653.96,4927.62,3784.72,11151.99,10164.31,27113.12,57542.07,260.12
20/10/2015,47345.27,4901.24,3779.44,11080.26,10147.68,27226.65,57326.65,261.23
22/10/2015,47600.91,4973.06,3820.49,11384.57,10491.97,27568.67,57035.93,259.86
23/10/2015,48394.17,5106.62,3862.65,11672.52,10794.54,28151.02,57801.32,262.16
26/10/2015,48361.88,5114.08,3855.29,11609.68,10801.34,28333.19,57712.2,263.16
27/10/2015,48345.23,5123.35,3845.45,11490.99,10692.19,28078.86,57787.07,262.82
28/10/2015,48246.4,5167.17,3891.34,11594.13,10831.96,28268.7,57322.24,262.56
29/10/2015,47635.32,5158.69,3890.04,11582.85,10800.84,28317.95,56981.07,261.66
30/10/2015,47387.35,5134.46,3871.33,11610.92,10850.14,28538.43,56531.86,262.16
2/11/2015,46720.88,5195.3,3917.3,11654.91,10950.67,27941.21,55857.67,263.41
4/11/2015,47413.16,5211.79,3915.52,11730.96,10845.24,28305.62,57564.44,265.23
5/11/2015,47057.83,5198.47,3911.89,11806.23,10887.74,28589.32,57558.11,264.66
6/11/2015,47353.08,5203.26,3910.98,11815.98,10988.03,28814.52,57109.13,263.04
9/11/2015,46504.5,5146.43,3873.37,11642.97,10815.45,29378.89,56758.08,261.95
10/11/2015,46320.45,5131.51,3880.23,11648.43,10832.52,29421.67,55946.25,258.43
11/11/2015,46642.44,5126.22,3867.71,11744.13,10907.87,29451.81,55822.55,258.43
12/11/2015,46672.45,5074.88,3814.29,11516.79,10782.63,29461.29,57163.04,257.67
13/11/2015,45994.66,4978.89,3771.59,11401.32,10708.4,29310.44,55932.37,255.12
16/11/2015,45562.71,5048.93,3828.46,11394.92,10713.23,29006.49,54995.74,251.08
17/11/2015,46605.74,5052.43,3824.14,11710.37,10971.04,29360.87,55628.97,253.59
18/11/2015,46741.15,5149.67,3886.26,11637.83,10959.95,29388.61,55439.09,253.78
19/11/2015,47742.15,5151.94,3882.06,11657.69,11085.44,29703.64,56218.54,257.3
20/11/2015,47868.34,5186.25,3897.45,11649.74,11119.83,29733.55,56866.83,257.31
24/11/2015,47598.9,5167.62,3897.67,11434.6,10933.99,29800.97,56466.4,260.16
25/11/2015,47308.25,5171.46,3897.57,11607.08,11169.54,29685.34,56245.59,259.18
27/11/2015,47389.5,5180.65,3900.74,11695.22,11293.76,29739.73,55171.38,261.8
30/11/2015,47063.16,5162.99,3882.84,11760.34,11382.23,29535.62,54991.63,256.72
1/12/2015,47970.63,5220.16,3924.63,11662.5,11261.24,29931.87,55953.95,261.41
2/12/2015,47900.96,5187.14,3882.38,11641.69,11190.02,29820.79,56207.8,259.2
3/12/2015,47623.3,5099.18,3826.74,11225.11,10789.24,29823.44,56051.02,257.18
4/12/2015,46929.96,5220.23,3905.31,11188.52,10752.1,29172.2,55598.15,254.52
7/12/2015,46967.21,5195.42,3878.31,11291.84,10886.09,29461.87,55516.47,252.97
8/12/2015,46538.22,5196.69,3853.48,11114.86,10673.6,29154.44,54771.14,251.45
9/12/2015,46281.93,5116.54,3823.9,11009.44,10592.49,28867.97,54517.66,251.63
10/12/2015,45892.62,5139.74,3832.93,11003.76,10598.93,28487.29,54269.75,252.89
11/12/2015,45817.31,5023.2,3759.09,10800.78,10340.06,28762.39,53668.26,252.63
14/12/2015,44898.57,5059.89,3777.22,10619.19,10139.34,28243.3,53282.7,250.34
15/12/2015,44725.08,5089.98,3817.36,10954.72,10450.38,27768.4,53194,251
16/12/2015,45808.94,5164.53,3873.12,10979.09,10469.26,28492.32,54261.25,255.93
17/12/2015,46479.08,5090.98,3815.46,11104.6,10738.12,28946.48,54688.45,256.64
18/12/2015,46521.45,4998.74,3747.56,10980.5,10608.19,28397.93,54397.15,255.41
21/12/2015,46545.17,5050.04,3777.15,10854.98,10497.77,28292.07,54487.46,256.21
22/12/2015,46614.79,5081.82,3810.85,10860.76,10488.75,28248.22,54583.33,258.02
29/12/2015,48086.08,5194.94,3885.55,11178.81,10860.14,28430.82,55007.4,257.11
30/12/2015,48566.25,5151.68,3857.9,11121.22,10743.01,28507.92,54713.67,256.21
4/01/2016,48114.66,4982.58,3763.99,10753.39,10283.44,27635.13,53325.89,250.08
5/01/2016,47329.74,4967.43,3771.57,10789.48,10310.1,27519.83,52979.84,251.68
6/01/2016,46770.12,4922.96,3723.44,10653.59,10214.02,27246.22,52459.99,250.05
7/01/2016,45740.4,4769.87,3635.29,10470.75,9979.85,26611.2,50841.06,247.2
8/01/2016,45562.38,4731.16,3595.91,10304.73,9849.34,26507.29,51142.04,249.07
12/01/2016,44962.53,4800.88,3627.06,10411.71,9985.43,25789.86,49286.87,245.73
13/01/2016,45531.35,4634.09,3536.92,10443.07,9960.96,26533.75,49844.76,248.9
14/01/2016,44818.75,4733.63,3596.03,10255.12,9794.2,25822.79,49551.04,246.62
15/01/2016,44668.18,4587.52,3518.51,10010.85,9545.27,25682.24,48809.32,243.85
19/01/2016,44761.92,4594.16,3520.4,10159.65,9664.21,25534.35,49096.98,245.24
20/01/2016,44200.07,4582.21,3479.75,9809.34,9391.64,24587.5,47222.9,239.33
21/01/2016,44405.28,4589.21,3497.94,10004.34,9574.16,23990,46362.4,238.55
22/01/2016,44879.55,4719.01,3568.9,10314.21,9764.88,25399.8,47708.51,243.86
25/01/2016,45706.76,4648.95,3513.11,10253.9,9736.15,25628.03,48357.7,245.37
27/01/2016,45157.88,4574.07,3524.33,10418.08,9880.82,25709.36,47638.35,246.17
28/01/2016,45429.8,4637.95,3544.13,10279.66,9639.59,25525.92,47996.85,246.76
29/01/2016,45697.84,4741.11,3631.96,10505.26,9798.11,26240.18,49215.23,247.39
1/02/2016,46045.36,4749.3,3630.46,10459.11,9757.88,26759.84,48996.18,249.06
2/02/2016,45586.45,4646.04,3562.52,10201.13,9581.04,26588.26,48624.48,246.32
3/02/2016,44522.27,4623.8,3581.53,10065.33,9434.82,25750.31,47486.19,244.05
4/02/2016,45468.1,4621.94,3587.71,10069.06,9393.36,25531.23,47983.66,248.25
5/02/2016,45429.91,4463.21,3521.6,10002.73,9286.23,25193.61,48246.5,248.67
12/02/2016,43542.09,4458.73,3496.28,9513.12,8967.51,22397.11,45823.72,239.81
16/02/2016,44987.21,4556.5,3555.2,9788.38,9135.11,24047.5,47831.06,246.79
17/02/2016,44735.54,4661.71,3614.16,10080.83,9377.21,23720.86,47337.03,247.24
18/02/2016,45758.95,4608.98,3597.49,10095.8,9463.64,24260.75,48433.9,250.22
19/02/2016,45401.12,4622.97,3597.92,10055.99,9388.05,23916.79,48239.83,250.78
22/02/2016,45865.89,4697.55,3649.92,10236.16,9573.59,24132.3,48686.55,250.44
23/02/2016,45699.97,4621.42,3604.68,10092.62,9416.77,24043.93,48563.22,250.53
24/02/2016,44767.05,4663.87,3620.87,9894.77,9167.8,23839.83,48007.08,250.4
25/02/2016,44824.71,4708.9,3662.84,10116.5,9331.48,24192.02,47247.42,250.89
26/02/2016,44827.79,4702.85,3656.42,10273.94,9513.3,24264.07,48436.58,250.73
29/02/2016,44893.36,4665.38,3627.06,10366.75,9495.4,24021.78,47805.67,250.1
2/03/2016,46317.15,4813.37,3729.59,10536.64,9776.62,25100.64,50041.55,254.37
3/03/2016,46875.01,4803.91,3743.02,10515.66,9751.92,25420.81,50032.92,255.93
4/03/2016,46964.6,4807.39,3755.47,10612.2,9824.17,25502.68,50622.38,255.56
7/03/2016,47451.67,4779.22,3759.05,10578.07,9778.93,25347.61,50611.73,256.06
8/03/2016,47139.45,4737.24,3717.49,10486.95,9692.82,25155.5,50242.86,254.17
9/03/2016,47609.14,4768.4,3736.92,10538.45,9723.09,24944.24,50204.39,254.91
10/03/2016,47596.75,4761.49,3737.74,10359.14,9498.15,25259.22,50186.35,257.36
11/03/2016,47748.35,4844.64,3800.07,10698.32,9831.13,25388.9,50747.79,257.94
14/03/2016,47924.56,4851.35,3795.53,10731.18,9990.26,25830.88,51340.06,258.22
15/03/2016,47242.88,4851.07,3788.62,10650.32,9933.85,25655.99,50971.82,257.88
16/03/2016,47316.29,4893.11,3810.09,10627.37,9983.41,25442.81,50893.75,258.43
17/03/2016,47777.57,4888.73,3835.26,10579.51,9892.2,25385.75,51512.07,260.29
18/03/2016,47918.39,4900.47,3852.15,10626.21,9950.8,25068.63,51933.7,260.87
22/03/2016,47771.75,4930.23,3853.18,10568.24,9990,25553.88,51921.42,261.92
23/03/2016,47564.96,4891.28,3828.58,10554.5,10022.93,25482.58,51791.99,262.05
24/03/2016,47028.51,4894.59,3827.14,10329.55,9851.35,25319.73,51114.61,260.82
29/03/2016,46291.38,4964.12,3863.8,10417.78,9887.94,25828.25,51166.61,262.52
30/03/2016,46345.54,4989.96,3881.01,10603.28,10046.61,25489.24,52264.72,263.61
31/03/2016,47018.56,4981.94,3873.11,10461.67,9965.51,25307.89,52197.66,262.9
1/04/2016,46247.06,5035.75,3897.66,10311.79,9794.64,24410.1,51513.67,259.14
5/04/2016,45556.6,4969.5,3846.59,10140.1,9563.36,23758.72,50704.69,257.24
6/04/2016,45756.89,5050.77,3888.41,10222.09,9624.51,23732.35,50781.71,258.75
7/04/2016,45928.82,4974.71,3841.98,10129.68,9530.62,23784.42,50930.94,259.07
8/04/2016,45683.99,4974.3,3852.72,10266.18,9622.26,23892.67,51195.88,258.51
11/04/2016,45628.12,4956.27,3842.17,10288.85,9682.99,23786.37,51372.83,258.82
12/04/2016,46036.28,4997.78,3879.42,10368.27,9761.47,24054.66,51532.76,260.58
14/04/2016,47359.14,5062.9,3920.03,10763.33,10093.65,25538.01,53639.25,266.12
15/04/2016,47718.72,5050.15,3916.17,10724.35,10051.57,25442.84,53585.61,265.74
18/04/2016,47530.46,5074.9,3941.86,10752.19,10120.31,24578.92,53196.04,265.17
19/04/2016,48009.35,5043.41,3954.01,10901.32,10349.59,25482.72,53886.59,265.04
20/04/2016,48260.46,5047.13,3957.25,10962.07,10421.29,25531.2,53384.1,264.38
21/04/2016,48786.38,5047.53,3936.8,10940.36,10435.73,26221.45,54354.28,266.66
22/04/2016,48450.07,4973.57,3937,10913.09,10373.49,26536.87,53964.11,265.52
26/04/2016,48304.61,4949.98,3937.23,10849.01,10259.59,26205.83,53813.85,266.16
27/04/2016,47999.84,4909.78,3944.02,10913.85,10299.83,26111.01,53699.06,265.91
28/04/2016,48353.92,4851.63,3907.88,10908.97,10321.15,25168.02,53765.48,263.32
9/05/2016,49321.29,4831.27,3878.14,10428.91,9980.49,24488.43,50704.12,259.01
10/05/2016,49526.05,4898.99,3926.63,10505.03,10045.44,25015.71,50985.18,260.56
11/05/2016,49799.57,4853.43,3891.13,10452.88,9975.32,25036.58,50513.21,259.91
12/05/2016,49790.13,4833.18,3890.85,10396.21,9862.12,25138.26,50161.02,259.13
13/05/2016,49508.5,4815.79,3858.17,10467.75,9952.9,24784.69,49666.92,257.27
17/05/2016,50251.43,4814.86,3860.88,10429.33,9890.19,25148.01,50719.97,257.73
18/05/2016,49882.46,4832.4,3862.25,10482.06,9943.23,25135.76,50042.16,256.44
19/05/2016,49579.38,4807.16,3847.97,10392.86,9795.89,25138.73,49787.96,255.61
20/05/2016,49839.82,4859.88,3871.75,10566.04,9916.02,25274.17,50244.77,255.29
23/05/2016,49542.41,4851.24,3863.82,10513.15,9842.29,25150.72,50142.3,256.48
24/05/2016,49324.71,4950.9,3916.77,10771.82,10057.31,24915.38,50196.46,254.13
25/05/2016,50041.35,4987.5,3944.33,10910.11,10205.21,25305.89,51557.34,257.62
26/05/2016,50187.51,5000.52,3944.05,10985.57,10272.71,25328.71,51630.91,257.27
27/05/2016,50353.54,5028.67,3961.67,10997.88,10286.31,25422.94,52085.68,258.63
31/05/2016,50101.44,5041.32,3957.95,10984.21,10262.74,26027.2,52693.77,260.53
1/06/2016,49589.98,5037.06,3963.1,10910.5,10204.44,25605.49,52583.7,260.48
2/06/2016,49177.45,5049.63,3974.76,10915.46,10208,25011.73,52889.51,261.12
3/06/2016,49551.36,5025.66,3963.23,10810.83,10103.26,25132.06,53112.68,261.34
7/06/2016,50037.08,5029.42,3987.96,10964.94,10287.68,25182.23,54123.24,265.04
8/06/2016,50034.48,5038.49,4001.98,10898.48,10217.03,25417.01,54106.83,267.38
10/06/2016,49500.11,4972.09,3958.68,10550.58,9834.62,25070.35,53482.1,266.22
14/06/2016,48481.39,4932.56,3920.93,10118.46,9519.2,23949.29,51836.29,260.22
15/06/2016,47957.69,4915.6,3914.02,10219.51,9606.71,24040.77,52054.14,260.17
16/06/2016,47948.14,4932.02,3926.93,10174.01,9550.47,23308.28,51090.34,258.36
17/06/2016,48104.33,4876.44,3914.15,10284.58,9631.36,23558.24,51425.78,258.38
20/06/2016,48981.08,4905.18,3936.91,10644.91,9962.02,24111.49,52293.2,262.17
21/06/2016,49145.11,4919.95,3947.94,10718.89,10015.54,24419.29,52696.67,262.35
22/06/2016,49113.29,4910.29,3941.45,10750.26,10071.06,24263.15,53256.56,263.86
23/06/2016,49204.02,4980.25,3994.18,10961.02,10257.03,24525.74,53454.34,263.39
24/06/2016,47643.27,4777.6,3850.7,10079.48,9557.16,22583.66,51893.84,255.8
27/06/2016,47867.35,4683.24,3781.02,9780.02,9268.66,23123.5,51812.29,255.87
28/06/2016,47550.96,4783.17,3849.05,10035.6,9447.28,23178.34,51671.83,256.73
29/06/2016,48022.27,4866.15,3915.1,10296.91,9612.27,23547.38,52534.01,259.29
30/06/2016,48872.38,4925.19,3968.21,10400.4,9680.09,23563.61,53454.93,261.24
5/07/2016,48822.62,4919.34,3949.72,10223.97,9532.61,23704.93,53359.71,264.21
6/07/2016,48539.05,4957.21,3972.26,10034.18,9373.26,23265.7,52702.89,258.81
7/07/2016,48822.68,4973.81,3969.19,10114.13,9418.78,23110.26,53247.08,261.74
8/07/2016,48847.14,5050.59,4029.75,10293.01,9629.66,22854.2,52880.03,260.49
11/07/2016,49842.35,5079.97,4043.49,10474.41,9833.41,23764.68,53705.46,264.3
12/07/2016,49992.82,5105.52,4071.85,10638.6,9964.07,24349.89,54590.85,264.46
13/07/2016,50322.65,5092.31,4072.77,10648.13,9930.71,24555.3,54841.97,266.72
14/07/2016,50538.12,5126.62,4094.28,10771.58,10068.3,24788.97,55455.89,267.31
15/07/2016,50705.87,5119.19,4090.49,10739.61,10066.9,24958.35,55708.44,268.62
19/07/2016,50908.36,5134.2,4094.61,10635.53,9981.24,25299.43,55744.31,268.57
20/07/2016,51258.29,5194.34,4112.61,10757.44,10142.01,25236.77,56282.59,268.24
21/07/2016,51479.38,5182.98,4097.82,10748.82,10156.21,25430.91,56586.13,268
22/07/2016,51346.68,5204.31,4116.5,10760.73,10147.46,25154.11,56492.95,267.56
25/07/2016,51677.05,5204.16,4104.13,10777.67,10198.24,25143.58,56567.98,268.22
26/07/2016,51713.57,5211.05,4105.57,10794.3,10247.76,24784.66,56918.54,270.44
27/07/2016,51734.29,5245.38,4100.81,10922.48,10319.55,25212.85,57148.1,270.51
28/07/2016,51891.77,5266.56,4107.75,10857.69,10274.93,24928.45,57033.27,269.58
29/07/2016,51945.96,5276.4,4114.51,10904.93,10337.5,25068.29,56309.13,269.17
1/08/2016,52179.75,5305.19,4109.28,10829.66,10330.52,25168.9,56920.72,271.66
3/08/2016,51043.44,5282.54,4097.3,10613.29,10170.21,24332.76,55917.51,266.14
4/08/2016,51137.7,5296.13,4099.21,10673.6,10227.86,24592.59,56157,266.77
5/08/2016,51339.41,5349.05,4134.56,10833.07,10367.21,24591.92,56964.3,270.1
8/08/2016,51717,5341.83,4131.19,10845.12,10432.36,25191.19,57861.17,271.97
9/08/2016,51854.34,5354.19,4132.96,10974.32,10692.9,25364.27,57786.19,273.83
10/08/2016,51775.36,5340.75,4122.65,10934.9,10650.89,25319.11,57855.18,273.39
12/08/2016,51713.74,5367.22,4139.63,11053.22,10713.43,25598.7,58664.7,274.18
16/08/2016,51728.09,5359.71,4129.68,10955.6,10676.65,25109.4,59035.57,274.16
17/08/2016,51897.51,5369.33,4138.42,10850.56,10537.67,25335.02,58749.41,274.04
18/08/2016,51642.91,5373.06,4147.64,10898.17,10603.03,24942.22,59325.01,276.26
19/08/2016,51823.18,5370.35,4142.23,10808.43,10544.36,25032.71,59110.25,276.88
22/08/2016,51715.02,5373.05,4139.97,10782.43,10494.35,25111.94,59269.61,275.36
23/08/2016,52080.8,5384.44,4148.16,10859.82,10592.88,24959.39,59292.56,276.59
24/08/2016,52237.27,5346.16,4126.65,10894.26,10622.97,25110.59,58833.29,275.39
25/08/2016,52065.84,5337.15,4121.09,10823.38,10529.59,25048.03,58824.59,275.35
26/08/2016,51817.82,5346.39,4114.68,10909.97,10587.77,24752.65,59076.29,274.25
29/08/2016,51443.18,5355.63,4136.75,10866.7,10544.44,25339.86,58848.85,274.53
30/08/2016,51536.89,5338.76,4129.34,10948.35,10657.64,25321.5,59354.45,275.6
31/08/2016,51139.04,5333.29,4120.29,10901.03,10592.69,25566.82,59253.3,274.94
1/09/2016,51007.58,5347.69,4120.17,10904.57,10534.31,25626.53,59805.54,274.04
2/09/2016,50613.11,5364.24,4137.7,11156.33,10683.82,25624.77,60083.7,274.54
6/09/2016,51046.58,5398.63,4150.11,11126.36,10687.14,25861.4,61445.8,279.28
7/09/2016,51170.55,5401.49,4150.51,11194.37,10752.98,25756.12,61336.89,278.62
8/09/2016,50842.29,5370.34,4141.46,11156.42,10675.29,25674.87,61814.54,279.21
9/09/2016,50405.66,5233.44,4039.95,11031.65,10573.44,25685.45,62323.69,275.41
12/09/2016,49282.77,5326.73,4099.47,10904.89,10431.77,25242.1,60241.01,268.15
13/09/2016,49189.33,5280,4039.92,10775.66,10386.6,25327.06,60051.6,269.48
20/09/2016,50110.93,5373.09,4065.2,10779.15,10393.86,24969,60928.31,273.03
21/09/2016,50457,5427.43,4109.63,10830.6,10436.49,25446.62,61290.26,274.56
23/09/2016,51332.65,5433.27,4112.69,11024.98,10626.97,25365.47,61338.84,276.54
26/09/2016,51333.82,5386.59,4077.71,10826.42,10393.71,25048.35,60386.42,275.59
27/09/2016,51095.07,5441.98,4104.18,10820.15,10361.48,25259.36,61044.15,277.83
28/09/2016,51158.03,5452,4126.83,10903.22,10438.34,25102.09,61167.81,276.37
29/09/2016,51719.22,5410.7,4088.47,10931.25,10405.54,25450.16,61478.1,278.66
30/09/2016,51386.01,5452.52,4121.06,10942.12,10511.02,25078.37,60332.62,275.6
4/10/2016,51840.99,5436.27,4088.17,11077,10619.61,25514.1,61348.53,277.41
5/10/2016,51547.2,5456.86,4107.4,11044.67,10585.78,25641.54,61604.58,277.21
6/10/2016,51832.93,5452.58,4109.49,11020.43,10568.8,25763.29,62029.8,279.5
7/10/2016,51685.07,5442.06,4096.25,10946.18,10490.86,25703.82,61769.06,278.35
11/10/2016,51802.41,5394.4,4063.92,10999.89,10577.16,25954.87,60986.19,274.17
12/10/2016,51753.38,5391.85,4068.92,10960.79,10523.07,25673.2,60617.23,274.22
13/10/2016,51384.46,5373.35,4056.45,10844.92,10414.07,25572.95,59644.16,271.79
14/10/2016,51370.18,5379.37,4057.28,11006.77,10580.38,25698.16,60167.29,273.03
17/10/2016,50942.29,5365.6,4045.07,10955.84,10503.57,25764.86,59660.31,274.21
18/10/2016,51151.42,5414.32,4069.99,11100.31,10631.55,25861.65,60591.26,276.13
19/10/2016,51384.07,5410.84,4079.5,11128.34,10645.68,25915.47,60359.67,276.38
20/10/2016,51448.18,5406.47,4074.18,11177.14,10701.39,26276.16,60622.12,276.59
24/10/2016,51129.98,5492.99,4093.22,11207.8,10761.17,26274.52,61217.81,277.74
25/10/2016,51454.65,5472.28,4077.8,11178.92,10757.31,26473.98,61116.74,276.77
26/10/2016,50669.7,5437.75,4070.76,11163.51,10709.68,26514.52,60495.11,273.51
27/10/2016,50067.41,5410.74,4058.75,11161.02,10717.08,26430.38,59994.36,274.73
28/10/2016,49957.59,5376.38,4046.36,11197.96,10696.19,26596.36,59533.91,274.59
31/10/2016,50281.7,5371.54,4045.89,11101.18,10665.01,26566.39,59481.34,273.95
1/11/2016,50023.93,5333.13,4018.47,11005.21,10526.16,26595.01,60042,274.01
2/11/2016,49442.64,5288.54,3992.76,10868.29,10370.93,26125.64,59168.95,270.63
4/11/2016,49082.16,5218.94,3970.02,10776.7,10259.13,25775.81,58740.81,270.35
7/11/2016,49745.13,5345.84,4058.3,10982.86,10456.95,26190.33,59152.75,272.54
8/11/2016,49834.67,5380.77,4075.61,11025.26,10482.32,26181.5,59433.11,273.25
9/11/2016,48876.97,5403.49,4121.03,11189.25,10646.01,24780.85,58150.82,267.27
10/11/2016,50513.86,5315.97,4129.46,11158.39,10630.12,26447.31,59250.56,273.31
11/11/2016,50913.49,5321.48,4123.69,11055.77,10667.95,26493.62,58451.47,269.76
14/11/2016,50874.26,5266.31,4123.81,11103.24,10693.69,26947.76,57678.99,267.64
15/11/2016,50691.17,5340.11,4155.62,11172.14,10735.14,26940.94,57942.94,266.77
16/11/2016,50706.9,5371.34,4150.21,11084.98,10663.87,27236.85,57833.81,267.97
17/11/2016,50810.31,5409.93,4169.87,11150.58,10685.54,27237.49,57787.99,268.12
18/11/2016,51009.01,5389.27,4160.58,11092.9,10664.56,27397.26,57999.11,267.85
21/11/2016,50932.12,5446.5,4191.68,11155.02,10685.13,27608.62,58034.34,267.1
22/11/2016,51522.18,5463.49,4200.95,11201.26,10713.85,27695.41,58886.08,270.16
25/11/2016,52423.85,5459.28,4221.02,11205.98,10699.27,28028.25,59017.94,270.05
28/11/2016,52011.3,5445.63,4199.39,11110.11,10582.67,27991.15,59296.14,270.8
29/11/2016,51945.85,5463.87,4205.99,11215.66,10620.49,27915.14,59053.31,270.75
30/11/2016,51783.78,5394.74,4195.73,11281.9,10640.3,27917.34,59190.19,272.2
1/12/2016,52352.68,5308.71,4181.15,11238.21,10534.05,28229.38,59419.94,272.44
2/12/2016,51817.52,5314.63,4182.81,11159.88,10513.35,28096.66,58614.47,270.73
5/12/2016,51406.97,5358.16,4207.57,11276.5,10684.83,27866.27,58460.53,269.94
6/12/2016,51676.26,5369.97,4222.04,11418.53,10775.32,27996.72,58901.06,273.68
7/12/2016,52146.61,5441.17,4278.44,11573.29,10986.69,28204.33,59227.76,274.44
8/12/2016,52771.84,5449.29,4288.1,11673.78,11179.42,28614.17,59386.02,280.5
9/12/2016,52933.54,5490.47,4313.61,11744.26,11203.63,28966.25,59124.03,279.33
12/12/2016,52954.81,5466.31,4308.94,11736.13,11190.21,29208.18,58272.1,279.13
13/12/2016,52785.53,5535.99,4337.86,11842.37,11284.65,29353.79,58307.65,280.1
14/12/2016,53163.65,5520,4302.93,11756.99,11244.84,29358.5,58333.41,280.5
15/12/2016,52726.14,5533.67,4319.84,11880.24,11366.4,29389.27,57301.58,279.91
16/12/2016,52672.37,5512.88,4312.4,11914.83,11404.01,29583.47,57201.19,281.1
19/12/2016,52949.9,5535.47,4321.02,11891.39,11426.7,29568.91,56712.65,280.43
20/12/2016,53228.12,5556.73,4337.36,11958.27,11464.74,29725.86,56443.49,281.14
21/12/2016,53441.34,5551.24,4326.85,11934.99,11468.64,29649.56,56653.23,280.62
22/12/2016,53731.45,5534.96,4319.33,11936.98,11456.1,29623.91,56202.29,280.48
28/12/2016,54122.52,5526.31,4299.45,11970.03,11474.99,29626.12,56510.22,282.39
29/12/2016,54367.38,5517.33,4298.39,11946.46,11451.05,29234.33,56604.16,282.73
4/01/2017,54723.6,5540.46,4340.75,12096.91,11584.31,29919.97,57496.59,286.11
5/01/2017,54885.21,5571.6,4337.45,12099.96,11584.94,29807.78,58333.6,284.87
6/01/2017,54906.5,5618.95,4354.05,12122.69,11599.01,29706.45,58453.93,286.2
10/01/2017,54955.35,5650.48,4338.64,12069.32,11583.3,29472.99,59082.13,286.78
11/01/2017,55058.18,5667.36,4351.32,12070.51,11646.17,29569.54,59576.97,291.59
12/01/2017,55014.04,5657.5,4342.09,12009.43,11521.04,29218.38,59300.76,293.55
13/01/2017,54577.72,5677.79,4350.11,12153.93,11629.18,29451.37,59582.23,291.33
17/01/2017,54371.61,5661.12,4337.2,12001.23,11540,28727.96,59331.81,290.75
18/01/2017,54174.45,5673.69,4345.57,11985.7,11599.39,28851.4,60000.14,290.43
19/01/2017,54303.37,5668.43,4329.96,11955.43,11596.89,29123.02,59874.68,291.1
20/01/2017,53946.24,5681.93,4344.67,11978.95,11630.13,29223.28,59448.55,289.82
23/01/2017,53528.6,5684.74,4333.1,11906.71,11545.75,28846.3,59481.3,290.47
