Date,AXJOA,SPXTR
24-Jan-2013,"38,426.21",2627.33
23-Jan-2013,"38,247.29",2627.23
22-Jan-2013,"38,177.40",2623.22
21-Jan-2013,"38,164.05",#N/A
18-Jan-2013,"38,113.95",2611.54
17-Jan-2013,"37,997.32",2602.64
16-Jan-2013,"37,852.08",2588.02
15-Jan-2013,"37,677.22",2587.2
14-Jan-2013,"37,702.40",2584.27
11-Jan-2013,"37,620.75",2586.69
10-Jan-2013,"37,728.36",2586.52
09-Jan-2013,"37,609.98",2567.02
08-Jan-2013,"37,467.09",2560.17
07-Jan-2013,"37,683.37",2567.63
04-Jan-2013,"37,732.26",2575.66
03-Jan-2013,"37,867.27",2563.19
02-Jan-2013,"37,589.75",2568.55
31-Dec-2012,"37,134.53",2504.44
28-Dec-2012,"37,313.05",2462.71
27-Dec-2012,"37,126.65",2489.97
24-Dec-2012,"37,024.61",2504.51
21-Dec-2012,"36,931.87",2510.32
20-Dec-2012,"36,955.05",2533.91
19-Dec-2012,"36,824.82",2519.54
18-Dec-2012,"36,644.56",2538.72
17-Dec-2012,"36,470.64",2509.84
14-Dec-2012,"36,548.10",2480.36
13-Dec-2012,"36,545.59",2490.56
12-Dec-2012,"36,553.70",2505.76
11-Dec-2012,"36,490.77",2504.08
10-Dec-2012,"36,346.77",2487.78
07-Dec-2012,"36,294.16",2486.84
06-Dec-2012,"35,955.97",2479.4
05-Dec-2012,"36,044.12",2470.59
04-Dec-2012,"35,909.96",2465.9
03-Dec-2012,"36,132.69",2470.07
30-Nov-2012,"35,929.26",2481.82
29-Nov-2012,"35,703.57",2481.42
28-Nov-2012,"35,458.68",2470.47
27-Nov-2012,"35,534.58",2450.48
26-Nov-2012,"35,272.86",2463.12
23-Nov-2012,"35,182.81",2468.06
22-Nov-2012,"35,183.29",#N/A
21-Nov-2012,"34,835.90",2435.97
20-Nov-2012,"34,964.89",2430.29
19-Nov-2012,"34,764.77",2428.47
16-Nov-2012,"34,568.68",2381.02
15-Nov-2012,"34,659.74",2369.32
14-Nov-2012,"34,968.80",2372.94
13-Nov-2012,"34,900.14",2405.38
12-Nov-2012,"35,443.80",2414.24
09-Nov-2012,"35,555.29",2413.92
08-Nov-2012,"35,576.14",2409.72
07-Nov-2012,"35,764.32",2439.48
06-Nov-2012,"35,513.59",2496.46
05-Nov-2012,"35,429.03",2476.94
02-Nov-2012,"35,317.64",2471.3
01-Nov-2012,"35,290.23",2494.67
31-Oct-2012,"35,760.08",2467.51
30-Oct-2012,"35,512.20",#N/A
29-Oct-2012,"35,442.30",#N/A
26-Oct-2012,"35,406.10",2466.8
25-Oct-2012,"35,707.89",2468.6
24-Oct-2012,"35,670.81",2461.18
23-Oct-2012,"35,965.74",2468.78
22-Oct-2012,"35,946.81",2504.96
19-Oct-2012,"36,183.82",2503.8
18-Oct-2012,"36,091.68",2545.95
17-Oct-2012,"35,844.49",2552.05
16-Oct-2012,"35,553.90",2541.28
15-Oct-2012,"35,490.02",2515.44
12-Oct-2012,"35,514.79",2495.28
11-Oct-2012,"35,490.63",2502.66
10-Oct-2012,"35,547.72",2501.75
09-Oct-2012,"35,663.10",2517.14
08-Oct-2012,"35,477.15",2542.21
05-Oct-2012,"35,575.11",2551.02
04-Oct-2012,"35,242.45",2550.98
03-Oct-2012,"35,133.26",2532.79
02-Oct-2012,"35,087.90",2523.08
01-Oct-2012,"34,736.37",2520.71
28-Sep-2012,"34,723.66",2513.93
27-Sep-2012,"34,699.78",2525.23
26-Sep-2012,"34,521.17",2500.92
25-Sep-2012,"34,609.61",2514.83
24-Sep-2012,"34,709.41",2541.23
21-Sep-2012,"34,877.10",2546.92
20-Sep-2012,"34,787.89",2547.11
19-Sep-2012,"34,955.08",2548.11
18-Sep-2012,"34,768.12",2545.05
17-Sep-2012,"34,826.82",2548.26
14-Sep-2012,"34,708.20",2556.13
13-Sep-2012,"34,308.66",2546.03
12-Sep-2012,"34,479.88",2504.84
11-Sep-2012,"34,199.48",2498.95
10-Sep-2012,"34,260.83",2491.11
07-Sep-2012,"34,161.67",2506.37
06-Sep-2012,"34,058.16",2496.12
05-Sep-2012,"33,782.70",2445.81
04-Sep-2012,"33,975.34",2447.8
03-Sep-2012,"34,177.05",#N/A
31-Aug-2012,"33,981.77",2450.6
30-Aug-2012,"33,975.09",2438.2
29-Aug-2012,"34,274.53",2457.05
28-Aug-2012,"34,297.61",2454.39
27-Aug-2012,"34,154.15",2456.22
24-Aug-2012,"34,163.32",2457.4
23-Aug-2012,"34,417.42",2441.29
22-Aug-2012,"34,352.35",2461.12
21-Aug-2012,"34,405.24",2460.41
20-Aug-2012,"34,218.69",2468.99
17-Aug-2012,"34,103.30",2469
16-Aug-2012,"33,791.66",2464.38
15-Aug-2012,"33,404.46",2446.82
14-Aug-2012,"33,480.25",2443.16
13-Aug-2012,"33,407.88",2443.05
10-Aug-2012,"33,334.21",2445.64
09-Aug-2012,"33,575.59",2440.23
08-Aug-2012,"33,608.99",2438.16
07-Aug-2012,"33,445.36",2435.88
06-Aug-2012,"33,297.46",2423.46
03-Aug-2012,"32,899.18",2417.77
02-Aug-2012,"33,273.71",2372.31
01-Aug-2012,"33,220.90",2389.73
31-Jul-2012,"33,270.37",2396.62
30-Jul-2012,"33,087.66",2406.99
27-Jul-2012,"32,807.59",2408.07
26-Jul-2012,"32,324.12",2362.85
25-Jul-2012,"32,138.75",2324.33
24-Jul-2012,"32,211.11",2325.02
23-Jul-2012,"32,177.67",2346.22
20-Jul-2012,"32,724.62",2367.26
19-Jul-2012,"32,783.61",2391.27
18-Jul-2012,"32,136.04",2384.54
17-Jul-2012,"32,270.08",2368.36
16-Jul-2012,"31,991.90",2350.94
13-Jul-2012,"31,813.76",2356.4
12-Jul-2012,"31,702.52",2318.09
11-Jul-2012,"31,925.16",2329.71
10-Jul-2012,"31,936.70",2329.46
09-Jul-2012,"32,094.49",2348.52
06-Jul-2012,"32,402.63",2352.34
05-Jul-2012,"32,490.60",2373.91
04-Jul-2012,"32,513.70",#N/A
03-Jul-2012,"32,163.48",2385.06
02-Jul-2012,"32,204.43",2369.75
29-Jun-2012,"31,904.52",2363.79
28-Jun-2012,"31,516.52",2306.22
27-Jun-2012,"31,503.56",2310.98
26-Jun-2012,"31,270.80",2289.86
25-Jun-2012,"31,383.88",2278.98
22-Jun-2012,"31,481.55",2315.65
21-Jun-2012,"31,787.61",2299.16
20-Jun-2012,"32,136.60",2351.14
19-Jun-2012,"32,065.72",2355.01
18-Jun-2012,"32,171.27",2332.07
15-Jun-2012,"31,552.49",2328.66
14-Jun-2012,"31,435.10",2304.83
13-Jun-2012,"31,602.68",2280.13
12-Jun-2012,"31,673.39",2295.4
08-Jun-2012,"31,601.96",2297.82
07-Jun-2012,"31,950.94",2279.28
06-Jun-2012,"31,535.45",2279.42
05-Jun-2012,"31,445.25",2227.45
04-Jun-2012,"30,989.03",2214.7
01-Jun-2012,"31,599.36",2214.41
31-May-2012,"31,695.60",2270.25
30-May-2012,"31,769.67",2275.19
29-May-2012,"31,926.28",2307.57
28-May-2012,"31,566.34",#N/A
25-May-2012,"31,260.99",2281.92
24-May-2012,"31,467.38",2286.87
23-May-2012,"31,552.35",2283.36
22-May-2012,"31,971.05",2279.4
21-May-2012,"31,603.46",2278.24
18-May-2012,"31,391.84",2242.25
17-May-2012,"32,250.82",2258.93
16-May-2012,"32,313.77",2293.21
15-May-2012,"33,095.32",2302.56
14-May-2012,"33,333.61",2315.45
11-May-2012,"33,160.20",2341.23
10-May-2012,"33,241.31",2348.93
09-May-2012,"33,025.96",2342.31
08-May-2012,"33,329.32",2357.45
07-May-2012,"33,228.46",2367.26
04-May-2012,"33,949.20",2366.39
03-May-2012,"34,203.43",2405.17
02-May-2012,"34,257.11",2423.29
01-May-2012,"34,205.22",2429.1
30-Apr-2012,"33,950.94",2415.42
27-Apr-2012,"33,682.75",2424.78
26-Apr-2012,"33,784.29",2418.89
24-Apr-2012,"33,670.36",2370.04
23-Apr-2012,"33,608.47",2361.35
20-Apr-2012,"33,717.13",2381.32
19-Apr-2012,"33,688.00",2378.48
18-Apr-2012,"33,579.38",2392.57
17-Apr-2012,"33,117.02",2402.29
16-Apr-2012,"33,221.63",2365.65
13-Apr-2012,"33,383.59",2366.84
12-Apr-2012,"33,054.11",2396.69
11-Apr-2012,"32,787.60",2364.09
10-Apr-2012,"33,143.61",2346.27
05-Apr-2012,"33,356.08",2414.4
04-Apr-2012,"33,463.39",2415.05
03-Apr-2012,"33,486.19",2439.89
02-Apr-2012,"33,426.24",2449.08
30-Mar-2012,"33,472.33",2430.67
29-Mar-2012,"33,492.30",2421.7
28-Mar-2012,"33,535.61",2425.55
27-Mar-2012,"33,209.19",2437.01
26-Mar-2012,"32,911.70",2443.64
23-Mar-2012,"32,960.69",2410.16
22-Mar-2012,"32,984.41",2402.71
21-Mar-2012,"32,833.41",2420.02
20-Mar-2012,"32,993.70",2424.46
19-Mar-2012,"33,115.46",2431.73
16-Mar-2012,"32,974.64",2422.09
15-Mar-2012,"32,986.51",2419.37
14-Mar-2012,"33,058.03",2404.98
13-Mar-2012,"32,746.82",2407.79
12-Mar-2012,"32,353.99",2364.1
09-Mar-2012,"32,471.95",2363.56
08-Mar-2012,"32,149.48",2355.01
07-Mar-2012,"31,934.55",2331.89
06-Mar-2012,"32,401.74",2315.21
05-Mar-2012,"32,849.10",2351.28
02-Mar-2012,"32,887.44",2360.28
01-Mar-2012,"32,750.32",2367.87
29-Feb-2012,"33,068.21",2353.23
28-Feb-2012,"32,773.02",2364.03
27-Feb-2012,"32,799.84",2355.74
24-Feb-2012,"32,993.60",2352.34
23-Feb-2012,"32,827.08",2348.11
22-Feb-2012,"32,872.04",2337.67
21-Feb-2012,"32,855.25",2345.41
20-Feb-2012,"32,557.85",#N/A
17-Feb-2012,"31,970.99",2343.67
16-Feb-2012,"31,862.64",2338.11
15-Feb-2012,"32,407.04",2312.28
14-Feb-2012,"32,326.51",2324
13-Feb-2012,"32,645.30",2325.81
10-Feb-2012,"32,341.05",2309.6
09-Feb-2012,"32,627.02",2325.56
08-Feb-2012,"32,662.19",2322.11
07-Feb-2012,"32,536.47",2316.27
06-Feb-2012,"32,702.33",2311.55
03-Feb-2012,"32,361.20",2312.49
02-Feb-2012,"32,488.13",2278.92
01-Feb-2012,"32,167.04",2276.24
31-Jan-2012,"32,448.82",2255.69
30-Jan-2012,"32,525.38",2256.72
27-Jan-2012,"32,644.35",2262.35
25-Jan-2012,"32,514.70",2278.83
24-Jan-2012,"32,156.08",2259.22
23-Jan-2012,"32,162.74",2261.47
20-Jan-2012,"32,273.37",2260.37
19-Jan-2012,"32,083.47",2258.8
18-Jan-2012,"32,107.11",2247.64
17-Jan-2012,"32,090.01",2222.59
16-Jan-2012,"31,569.36",#N/A
13-Jan-2012,"31,939.71",2214.73
12-Jan-2012,"31,826.35",2225.74
11-Jan-2012,"31,876.03",2220.48
10-Jan-2012,"31,607.43",2219.58
09-Jan-2012,"31,251.26",2200
06-Jan-2012,"31,274.64",2194.98
05-Jan-2012,"31,534.70",2199.73
04-Jan-2012,"31,878.44",2193.28
03-Jan-2012,"31,218.59",2192.4
30-Dec-2011,"30,879.12",2158.94
29-Dec-2011,"30,989.60",2168.12
28-Dec-2011,"31,124.22",2145.09
23-Dec-2011,"31,517.42",2171.5
22-Dec-2011,"31,139.92",2152.04
21-Dec-2011,"31,458.92",2133.86
20-Dec-2011,"30,802.18",2129.67
19-Dec-2011,"30,857.46",2067.67
16-Dec-2011,"31,608.67",2092.18
15-Dec-2011,"31,460.91",2085.44
14-Dec-2011,"31,845.83",2078.51
13-Dec-2011,"31,867.88",2102.15
12-Dec-2011,"32,319.65",2120.15
09-Dec-2011,"31,940.43",2152.15
08-Dec-2011,"32,527.71",2116.41
07-Dec-2011,"32,617.24",2162.07
06-Dec-2011,"32,383.64",2157.1
05-Dec-2011,"32,834.55",2154.68
02-Dec-2011,"32,581.37",2132.64
01-Dec-2011,"32,130.38",2133.07
30-Nov-2011,"31,302.54",2137.08
29-Nov-2011,"31,167.94",2048.06
28-Nov-2011,"30,834.37",2042.8
25-Nov-2011,"30,273.18",1984.5
24-Nov-2011,"30,728.07",#N/A
23-Nov-2011,"30,779.79",1989.54
22-Nov-2011,"31,402.70",2034.41
21-Nov-2011,"31,630.84",2042.71
18-Nov-2011,"31,733.38",2081.42
17-Nov-2011,"32,350.77",2082.09
16-Nov-2011,"32,264.30",2117.64
15-Nov-2011,"32,554.81",2152.8
14-Nov-2011,"32,698.63",2142.09
11-Nov-2011,"32,631.34",2162.48
10-Nov-2011,"32,233.24",2121.14
09-Nov-2011,"32,879.98",2102.72
08-Nov-2011,"32,482.04",2182.61
07-Nov-2011,"32,327.50",2156
04-Nov-2011,"32,302.32",2142.34
03-Nov-2011,"31,477.53",2155.87
02-Nov-2011,"31,574.35",2115.7
01-Nov-2011,"31,938.52",2081.97
31-Oct-2011,"32,430.56",2141.81
28-Oct-2011,"32,846.68",2196.13
27-Oct-2011,"32,804.84",2195.22
26-Oct-2011,"32,007.85",2122.32
25-Oct-2011,"31,897.29",2100.17
24-Oct-2011,"32,102.23",2143.13
21-Oct-2011,"31,248.43",2115.86
20-Oct-2011,"31,271.49",2076.75
19-Oct-2011,"31,790.40",2067.28
18-Oct-2011,"31,588.03",2093.43
17-Oct-2011,"32,255.81",2051.54
14-Oct-2011,"31,729.47",2091.99
13-Oct-2011,"32,022.93",2056.26
12-Oct-2011,"31,719.07",2062.22
11-Oct-2011,"31,894.63",2041.9
10-Oct-2011,"31,693.94",2040.76
07-Oct-2011,"31,405.67",1973.42
06-Oct-2011,"30,704.23",1989.61
05-Oct-2011,"29,622.38",1953.67
04-Oct-2011,"29,212.13",1918.39
03-Oct-2011,"29,397.66",1875.95
30-Sep-2011,"30,239.41",1930.79
29-Sep-2011,"30,234.77",1980.23
28-Sep-2011,"30,470.55",1964.2
27-Sep-2011,"30,206.85",2005.19
26-Sep-2011,"29,145.71",1983.97
23-Sep-2011,"29,426.26",1938.73
22-Sep-2011,"29,891.24",1926.76
21-Sep-2011,"30,696.05",1990.2
20-Sep-2011,"30,458.16",2050.39
19-Sep-2011,"30,768.27",2053.74
16-Sep-2011,"31,270.96",2074.06
15-Sep-2011,"30,684.80",2062.25
14-Sep-2011,"30,179.77",2027.04
13-Sep-2011,"30,683.71",2000.08
12-Sep-2011,"30,426.35",1981.3
09-Sep-2011,"31,567.35",1967.47
08-Sep-2011,"31,515.33",2021.42
07-Sep-2011,"31,479.60",2043.05
06-Sep-2011,"30,668.01",1985.67
05-Sep-2011,"31,165.34",#N/A
02-Sep-2011,"31,846.26",2000.5
01-Sep-2011,"32,322.45",2052.3
31-Aug-2011,"32,214.85",2076.78
30-Aug-2011,"32,002.80",2066.37
29-Aug-2011,"31,958.01",2061.05
26-Aug-2011,"31,445.24",2004.11
25-Aug-2011,"31,539.08",1973.96
24-Aug-2011,"31,179.26",2005.13
23-Aug-2011,"31,217.14",1978.89
22-Aug-2011,"30,498.54",1913.27
19-Aug-2011,"30,578.23",1912.77
18-Aug-2011,"31,686.43",1941.92
17-Aug-2011,"32,079.48",2032.41
16-Aug-2011,"31,656.44",2029.92
15-Aug-2011,"31,917.43",2049.51
12-Aug-2011,"31,005.98",2005.67
11-Aug-2011,"30,765.98",1995.14
10-Aug-2011,"30,768.76",1906.53
09-Aug-2011,"29,948.71",1993.76
08-Aug-2011,"29,587.07",1903.47
05-Aug-2011,"30,472.60",2039.04
04-Aug-2011,"31,742.76",2040.2
03-Aug-2011,"32,160.11",2142.56
02-Aug-2011,"32,908.30",2131.1
01-Aug-2011,"33,384.67",2187
29-Jul-2011,"32,841.59",2196.08
28-Jul-2011,"33,132.01",2210.33
27-Jul-2011,"33,678.24",2217.29
26-Jul-2011,"33,945.21",2263.15
25-Jul-2011,"33,626.21",2272.47
22-Jul-2011,"34,164.30",2285.34
21-Jul-2011,"33,816.75",2283.23
20-Jul-2011,"33,769.84",2252.52
19-Jul-2011,"33,164.47",2253.71
18-Jul-2011,"33,192.86",2217.55
15-Jul-2011,"33,204.34",2235.65
14-Jul-2011,"33,332.18",2223.29
13-Jul-2011,"33,510.51",2238.29
12-Jul-2011,"33,367.07",2231.15
11-Jul-2011,"34,011.80",2241.07
08-Jul-2011,"34,549.41",2282.32
07-Jul-2011,"34,184.14",2298.31
06-Jul-2011,"34,179.90",2274.42
05-Jul-2011,"34,128.52",2271.29
04-Jul-2011,"34,222.27",#N/A
01-Jul-2011,"34,077.10",2274.26
30-Jun-2011,"34,200.68",2241.66
29-Jun-2011,"33,618.17",2219.2
28-Jun-2011,"33,208.36",2200.68
27-Jun-2011,"33,115.76",2172.08
24-Jun-2011,"33,459.54",2152.31
23-Jun-2011,"33,352.25",2177.85
22-Jun-2011,"33,589.96",2184.03
21-Jun-2011,"33,409.16",2198.15
20-Jun-2011,"32,990.82",2168.8
17-Jun-2011,"33,232.86",2157.14
16-Jun-2011,"33,190.76",2150.58
15-Jun-2011,"33,839.28",2146.45
14-Jun-2011,"33,974.02",2184.48
10-Jun-2011,"33,804.79",2155
09-Jun-2011,"33,712.34",2185.52
08-Jun-2011,"33,617.02",2169.5
07-Jun-2011,"33,836.13",2178.15
06-Jun-2011,"33,856.02",2180.14
03-Jun-2011,"33,959.19",2203.81
02-Jun-2011,"34,087.66",2225.36
01-Jun-2011,"34,821.56",2227.96
31-May-2011,"34,829.07",2279.66
30-May-2011,"34,527.53",#N/A
27-May-2011,"34,649.20",2255.74
26-May-2011,"34,473.46",2246.13
25-May-2011,"33,909.12",2236.75
24-May-2011,"34,235.68",2229.49
23-May-2011,"34,340.03",2231.31
20-May-2011,"34,999.20",2258.21
19-May-2011,"35,178.29",2275.71
18-May-2011,"34,714.72",2270.57
17-May-2011,"34,642.14",2250.35
16-May-2011,"34,391.31",2250.61
13-May-2011,"34,772.72",2264.52
12-May-2011,"34,658.67",2282.84
11-May-2011,"35,227.11",2271.47
10-May-2011,"34,825.57",2295.72
09-May-2011,"35,054.29",2277.3
06-May-2011,"34,942.26",2266.97
05-May-2011,"35,020.91",2258.08
04-May-2011,"34,918.51",2278.63
03-May-2011,"35,246.25",2293.95
02-May-2011,"35,544.26",2301.72
29-Apr-2011,"35,527.91",2305.76
28-Apr-2011,"35,894.70",2300.46
27-Apr-2011,"35,893.72",2292.13
21-Apr-2011,"36,194.98",2260.84
20-Apr-2011,"35,791.12",2248.9
19-Apr-2011,"35,307.28",2218.86
18-Apr-2011,"35,812.32",2206.15
15-Apr-2011,"35,740.79",2230.7
14-Apr-2011,"35,977.29",2221.99
13-Apr-2011,"36,174.07",2221.77
12-Apr-2011,"36,083.43",2221.12
11-Apr-2011,"36,617.69",2238.51
08-Apr-2011,"36,390.69",2244.74
07-Apr-2011,"36,151.78",2253.76
06-Apr-2011,"36,187.01",2257.11
05-Apr-2011,"36,090.52",2251.26
04-Apr-2011,"35,992.67",2251.64
01-Apr-2011,"35,808.44",2250.58
31-Mar-2011,"35,632.05",2239.44
30-Mar-2011,"35,515.55",2243.55
29-Mar-2011,"35,026.91",2228.41
28-Mar-2011,"34,863.36",2212.32
25-Mar-2011,"34,926.74",2218.42
24-Mar-2011,"34,604.07",2211.42
23-Mar-2011,"34,256.45",2190.96
22-Mar-2011,"34,189.78",2184.57
21-Mar-2011,"34,185.16",2192.09
18-Mar-2011,"34,040.56",2159.69
17-Mar-2011,"33,513.24",2150.43
16-Mar-2011,"33,534.52",2121.94
15-Mar-2011,"33,317.60",2164.06
14-Mar-2011,"34,034.46",2188.56
11-Mar-2011,"34,170.05",2201.81
10-Mar-2011,"34,566.89",2185.65
09-Mar-2011,"35,067.21",2227.7
08-Mar-2011,"35,362.53",2230.4
07-Mar-2011,"35,277.24",2210.26
04-Mar-2011,"35,706.20",2228.78
03-Mar-2011,"35,251.60",2245.33
02-Mar-2011,"35,214.44",2207.24
01-Mar-2011,"35,365.64",2203.31
28-Feb-2011,"35,394.90",2238.55
25-Feb-2011,"35,386.79",2226.05
24-Feb-2011,"35,185.08",2202.23
23-Feb-2011,"35,441.73",2203.89
22-Feb-2011,"35,514.77",2217.35
21-Feb-2011,"35,800.19",#N/A
18-Feb-2011,"36,016.64",2263.79
17-Feb-2011,"36,027.46",2259.42
16-Feb-2011,"35,962.18",2252.3
15-Feb-2011,"35,968.22",2237.9
14-Feb-2011,"35,998.00",2244.89
11-Feb-2011,"35,534.51",2239.08
10-Feb-2011,"35,776.74",2226.51
09-Feb-2011,"35,706.29",2224.64
08-Feb-2011,"35,601.46",2230.59
07-Feb-2011,"35,416.23",2220.6
04-Feb-2011,"35,373.72",2206.8
03-Feb-2011,"35,067.15",2200.42
02-Feb-2011,"34,892.12",2194.94
01-Feb-2011,"34,569.11",2200.54
31-Jan-2011,"34,582.28",2164.4
28-Jan-2011,"34,734.82",2147.95
27-Jan-2011,"34,961.82",2186.93
25-Jan-2011,"34,974.38",2172.67
24-Jan-2011,"34,815.94",2172.03
21-Jan-2011,"34,594.88",2159.43
20-Jan-2011,"34,798.79",2154.18
19-Jan-2011,"35,168.88",2156.97
18-Jan-2011,"34,930.67",2178.72
17-Jan-2011,"34,648.85",#N/A
14-Jan-2011,"34,928.27",2175.68
13-Jan-2011,"34,882.23",2159.66
12-Jan-2011,"34,365.54",2163.35
11-Jan-2011,"34,267.07",2143.82
10-Jan-2011,"34,278.87",2135.86
07-Jan-2011,"34,226.10",2138.81
06-Jan-2011,"34,371.18",2142.76
05-Jan-2011,"34,298.06",2146.5
04-Jan-2011,"34,498.45",2135.53
31-Dec-2010,"34,518.54",2114.29
30-Dec-2010,"34,846.91",2114.7
29-Dec-2010,"34,736.68",2117.83
24-Dec-2010,"34,751.48",#N/A
23-Dec-2010,"34,909.71",2112.37
22-Dec-2010,"34,711.77",2115.69
21-Dec-2010,"34,664.01",2108.26
20-Dec-2010,"34,407.75",2095.32
17-Dec-2010,"34,600.26",2089.95
16-Dec-2010,"34,751.28",2088.19
15-Dec-2010,"34,633.66",2075.29
14-Dec-2010,"34,626.98",2085.93
13-Dec-2010,"34,556.20",2084
10-Dec-2010,"34,475.00",2083.57
09-Dec-2010,"34,441.28",2071.12
08-Dec-2010,"34,138.12",2063.03
07-Dec-2010,"34,333.70",2054.89
06-Dec-2010,"34,056.05",2053.8
03-Dec-2010,"34,096.74",2056.4
02-Dec-2010,"33,966.13",2050.96
01-Dec-2010,"33,315.19",2024.97
30-Nov-2010,"33,298.68",1981.84
29-Nov-2010,"33,545.71",1993.83
26-Nov-2010,"33,399.21",1996.03
25-Nov-2010,"33,363.49",#N/A
24-Nov-2010,"33,299.77",2010.56
23-Nov-2010,"33,331.86",1980.89
22-Nov-2010,"33,727.45",2009.52
19-Nov-2010,"33,621.85",2012.59
18-Nov-2010,"33,701.35",2007.38
17-Nov-2010,"33,582.92",1977
16-Nov-2010,"34,135.04",1976.26
15-Nov-2010,"34,060.60",2008.25
12-Nov-2010,"34,078.30",2010.57
11-Nov-2010,"34,285.09",2034.48
10-Nov-2010,"34,070.61",2043.16
09-Nov-2010,"34,367.15",2033.85
08-Nov-2010,"34,639.15",2049.69
05-Nov-2010,"34,322.24",2053.77
04-Nov-2010,"34,322.24",2045.62
03-Nov-2010,"34,099.84",2006.58
02-Nov-2010,"33,946.77",1998.86
01-Nov-2010,"33,925.82",1983.47
29-Oct-2010,"33,659.48",1981.59
28-Oct-2010,"33,817.14",1982.45
27-Oct-2010,"33,550.43",1980.05
26-Oct-2010,"33,836.58",1985.13
25-Oct-2010,"33,994.63",1985.11
22-Oct-2010,"33,548.88",1980.83
21-Oct-2010,"33,366.07",1976.12
20-Oct-2010,"33,380.47",1972.51
19-Oct-2010,"33,602.64",1951.67
18-Oct-2010,"33,575.30",1983.17
15-Oct-2010,"33,842.82",1968.87
14-Oct-2010,"33,915.96",1964.9
13-Oct-2010,"33,344.11",1972.08
12-Oct-2010,"33,331.86",1957.92
11-Oct-2010,"33,904.33",1950.47
08-Oct-2010,"33,788.00",1950.18
07-Oct-2010,"33,859.08",1938.31
06-Oct-2010,"33,824.07",1941.5
05-Oct-2010,"33,247.47",1941.82
04-Oct-2010,"33,377.57",1902.15
01-Oct-2010,"33,045.21",1917.42
30-Sep-2010,"33,069.97",1908.95
29-Sep-2010,"33,517.89",1914.84
28-Sep-2010,"33,694.38",1919.59
27-Sep-2010,"33,734.87",1909.98
24-Sep-2010,"33,196.03",1920.84
23-Sep-2010,"33,418.11",1880.97
22-Sep-2010,"33,357.31",1896.77
21-Sep-2010,"33,301.79",1905.74
20-Sep-2010,"33,400.95",1910.6
17-Sep-2010,"33,449.30",1881.93
16-Sep-2010,"33,206.00",1880.37
15-Sep-2010,"33,605.01",1880.74
14-Sep-2010,"33,352.38",1874.07
13-Sep-2010,"33,269.26",1875.41
10-Sep-2010,"32,840.69",1854.1
09-Sep-2010,"32,996.16",1845.09
08-Sep-2010,"32,669.28",1836.21
07-Sep-2010,"32,924.86",1824.05
06-Sep-2010,"32,941.06",#N/A
03-Sep-2010,"32,618.94",1845.1
02-Sep-2010,"32,554.93",1820.98
01-Sep-2010,"32,279.15",1804.46
31-Aug-2010,"31,609.43",1752.55
30-Aug-2010,"31,948.06",1751.79
27-Aug-2010,"31,337.66",1777.6
26-Aug-2010,"31,227.70",1748.14
25-Aug-2010,"30,966.96",1761.62
24-Aug-2010,"31,404.56",1755.65
23-Aug-2010,"31,698.61",1781.47
20-Aug-2010,"31,656.11",1788.67
19-Aug-2010,"31,999.79",1795.24
18-Aug-2010,"31,970.42",1826.14
17-Aug-2010,"31,985.18",1823.18
16-Aug-2010,"31,703.92",1800.7
13-Aug-2010,"31,770.56",1800.39
12-Aug-2010,"31,350.71",1807.61
11-Aug-2010,"31,739.49",1817.13
10-Aug-2010,"32,340.32",1868.88
09-Aug-2010,"32,700.02",1880.06
06-Aug-2010,"32,494.63",1869.77
05-Aug-2010,"32,497.81",1876.51
04-Aug-2010,"32,323.12",1878.81
03-Aug-2010,"32,533.14",1866.87
02-Aug-2010,"32,319.68",1875.84
30-Jul-2010,"31,977.26",1835.4
29-Jul-2010,"32,194.45",1835.29
28-Jul-2010,"32,236.23",1842.66
27-Jul-2010,"32,004.65",1855.39
26-Jul-2010,"31,924.55",1857.34
23-Jul-2010,"31,727.08",1836.75
22-Jul-2010,"31,131.19",1821.76
21-Jul-2010,"31,402.28",1781.6
20-Jul-2010,"31,337.14",1804.48
19-Jul-2010,"31,014.87",1784.06
16-Jul-2010,"31,473.37",1773.43
15-Jul-2010,"31,614.38",1826
14-Jul-2010,"31,755.90",1823.82
13-Jul-2010,"31,171.37",1824.07
12-Jul-2010,"31,382.25",1796.3
09-Jul-2010,"31,285.31",1794.94
08-Jul-2010,"31,004.50",1782.1
07-Jul-2010,"30,276.62",1765.42
06-Jul-2010,"30,429.09",1710.97
05-Jul-2010,"30,044.96",#N/A
02-Jul-2010,"30,163.22",1701.86
01-Jul-2010,"30,154.24",1709.77
30-Jun-2010,"30,609.97",1715.23
29-Jun-2010,"30,924.24",1732.55
28-Jun-2010,"31,200.93",1787.94
25-Jun-2010,"31,403.40",1791.24
24-Jun-2010,"31,877.71",1786.13
23-Jun-2010,"31,877.70",1816.65
22-Jun-2010,"32,391.10",1822.05
21-Jun-2010,"32,776.64",1851.55
18-Jun-2010,"32,345.30",1858.7
17-Jun-2010,"32,167.35",1856.25
16-Jun-2010,"32,391.96",1853.62
15-Jun-2010,"32,008.93",1854.61
11-Jun-2010,"32,011.06",1815.26
10-Jun-2010,"31,512.71",1806.69
09-Jun-2010,"31,157.56",1754.91
08-Jun-2010,"31,125.57",1765.29
07-Jun-2010,"30,732.50",1745.87
04-Jun-2010,"31,609.67",1769.72
03-Jun-2010,"31,821.78",1832.72
